Thumb1,Index1,Middle1,Ring1,Pinky1,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Letter
540.0,357.0,440.0,330.0,459.0,0.21,-0.97,-0.2,-10.74,39.12,9.89,-16.0,-6.0,-26.0,0
540.0,357.0,440.0,331.0,460.0,0.2,-0.99,-0.22,-5.07,22.52,-2.38,-17.0,-6.0,-28.0,0
541.0,357.0,441.0,330.0,460.0,0.2,-0.99,-0.16,-11.47,32.65,3.17,-16.0,-3.0,-28.0,0
540.0,357.0,440.0,330.0,459.0,0.17,-1.01,-0.13,-1.59,19.35,-2.62,-17.0,-4.0,-27.0,0
541.0,358.0,442.0,329.0,460.0,0.16,-0.99,-0.12,-5.62,22.52,4.09,-16.0,-3.0,-26.0,0
543.0,358.0,442.0,330.0,460.0,0.14,-0.97,-0.15,-8.3,28.56,5.49,-17.0,-1.0,-21.0,0
539.0,358.0,439.0,329.0,461.0,0.16,-0.95,-0.16,-1.46,28.38,2.87,-19.0,-3.0,-22.0,0
540.0,359.0,440.0,329.0,460.0,0.12,-1.01,-0.14,-3.48,19.1,-2.87,-17.0,0.0,-21.0,0
540.0,357.0,440.0,330.0,458.0,0.12,-1.02,-0.11,-11.29,22.52,6.23,-19.0,0.0,-17.0,0
541.0,358.0,441.0,330.0,460.0,0.12,-0.98,-0.15,0.92,19.1,3.97,-18.0,-1.0,-18.0,0
540.0,358.0,440.0,329.0,459.0,0.15,-0.98,-0.17,3.66,6.41,-1.95,-16.0,1.0,-12.0,0
540.0,357.0,441.0,329.0,459.0,0.13,-0.97,-0.12,-0.98,3.3,-2.38,-20.0,0.0,-14.0,0
542.0,358.0,442.0,330.0,461.0,0.16,-1.01,-0.17,3.48,-2.14,5.19,-19.0,0.0,-14.0,0
541.0,358.0,441.0,329.0,460.0,0.19,-0.97,-0.16,4.39,-6.53,5.49,-18.0,-1.0,-18.0,0
540.0,358.0,441.0,331.0,461.0,0.14,-0.97,-0.15,8.12,-4.27,-1.4,-19.0,0.0,-16.0,0
541.0,358.0,441.0,330.0,458.0,0.14,-1.01,-0.17,3.85,9.7,-0.12,-19.0,-2.0,-18.0,0
542.0,358.0,443.0,331.0,459.0,0.12,-1.01,-0.19,-1.16,16.54,6.96,-19.0,1.0,-16.0,0
539.0,358.0,440.0,331.0,459.0,0.21,-1.02,-0.2,-7.75,13.49,11.54,-17.0,0.0,-14.0,0
542.0,359.0,443.0,330.0,461.0,0.21,-0.98,-0.19,-9.89,12.21,12.39,-18.0,-3.0,-13.0,0
542.0,358.0,442.0,331.0,462.0,0.21,-0.96,-0.16,-5.07,15.81,16.91,-19.0,-3.0,-10.0,0
539.0,358.0,443.0,331.0,461.0,0.2,-0.93,-0.15,1.46,9.34,-0.73,-18.0,-2.0,-11.0,0
541.0,360.0,441.0,333.0,461.0,0.15,-0.96,-0.11,-2.44,16.78,-6.1,-20.0,-1.0,-13.0,0
